,equity
2014-06-23,-20824.5
2014-06-24,-20824.5
2014-06-25,-20824.5
2014-06-26,-20824.5
2014-06-27,-20824.5
2014-06-30,-20824.5
2014-07-01,-20824.5
2014-07-02,-20824.5
2014-07-03,-20824.5
2014-07-07,-20824.5
2014-07-08,-20824.5
2014-07-09,-20824.5
2014-07-10,-20824.5
2014-07-11,-20824.5
2014-07-14,-20824.5
2014-07-15,-20824.5
2014-07-16,-20824.5
2014-07-17,-20824.5
2014-07-18,-20824.5
2014-07-21,-20824.5
2014-07-22,-20824.5
2014-07-23,-20824.5
2014-07-24,-20824.5
2014-07-25,-20824.5
2014-07-28,-20824.5
2014-07-29,-20824.5
2014-07-30,-20824.5
2014-07-31,-20824.5
2014-08-01,-20824.5
2014-08-04,-20827.5
2014-08-05,-19827.5
2014-08-06,-19815.0
2014-08-07,-19202.5
2014-08-08,-20390.0
2014-08-11,-20643.0
2014-08-12,-20643.0
2014-08-13,-20643.0
2014-08-14,-20643.0
2014-08-15,-20643.0
2014-08-18,-20643.0
2014-08-19,-20643.0
2014-08-20,-20643.0
2014-08-21,-20643.0
2014-08-22,-20643.0
2014-08-25,-20643.0
2014-08-26,-20643.0
2014-08-27,-20643.0
2014-08-28,-20646.0
2014-08-29,-20883.5
2014-09-02,-20871.0
2014-09-03,-20761.5
2014-09-04,-20764.5
2014-09-05,-21330.0
2014-09-08,-21333.0
2014-09-09,-20598.5
2014-09-10,-20598.5
2014-09-11,-20598.5
2014-09-12,-20598.5
2014-09-15,-20598.5
2014-09-16,-20598.5
2014-09-17,-20598.5
2014-09-18,-20598.5
2014-09-19,-20601.5
2014-09-22,-19676.5
2014-09-23,-19289.0
2014-09-24,-19839.0
2014-09-25,-18417.0
2014-09-26,-18417.0
2014-09-29,-18417.0
2014-09-30,-18420.0
2014-10-01,-17173.0
2014-10-02,-17176.0
2014-10-03,-18416.5
2014-10-06,-18416.5
2014-10-07,-18416.5
2014-10-08,-18419.5
2014-10-09,-16532.0
2014-10-10,-15610.0
2014-10-14,-15610.0
2014-10-15,-15610.0
2014-10-16,-15610.0
2014-10-17,-15610.0
2014-10-20,-15610.0
2014-10-21,-15610.0
2014-10-22,-15610.0
2014-10-23,-15610.0
2014-10-24,-15610.0
2014-10-27,-15610.0
2014-10-28,-15610.0
2014-10-29,-15610.0
2014-10-30,-15610.0
2014-10-31,-15610.0
2014-11-03,-15610.0
2014-11-04,-15610.0
2014-11-05,-15610.0
2014-11-06,-15610.0
2014-11-07,-15610.0
2014-11-10,-15610.0
2014-11-12,-15610.0
2014-11-13,-15610.0
2014-11-14,-15610.0
2014-11-17,-15613.0
2014-11-18,-16238.0
2014-11-19,-15978.5
2014-11-20,-15978.5
2014-11-21,-15978.5
2014-11-24,-15978.5
2014-11-25,-15978.5
2014-11-26,-15978.5
2014-11-28,-15978.5
2014-12-01,-15978.5
2014-12-02,-15981.5
2014-12-03,-16444.0
2014-12-04,-16197.0
2014-12-05,-16200.0
2014-12-08,-15478.0
2014-12-09,-15478.0
2014-12-10,-15481.0
2014-12-11,-16093.5
2014-12-12,-14471.5
2014-12-15,-14474.5
2014-12-16,-13952.5
2014-12-17,-13952.5
2014-12-18,-13955.5
2014-12-19,-15155.5
2014-12-22,-15196.0
2014-12-23,-15196.0
2014-12-24,-15199.0
2014-12-26,-15624.0
2014-12-29,-15649.0
2014-12-30,-15064.5
2014-12-31,-15067.5
2015-01-02,-14930.0
2015-01-05,-12955.0
2015-01-06,-12405.0
2015-01-07,-13130.0
2015-01-08,-14905.0
2015-01-09,-14292.5
2015-01-12,-13330.0
2015-01-13,-13117.5
2015-01-14,-12517.5
2015-01-15,-11795.5
2015-01-16,-11798.5
2015-01-20,-12101.5
2015-01-21,-12101.5
2015-01-22,-12104.5
2015-01-23,-11642.0
2015-01-26,-11695.0
2015-01-27,-11695.0
2015-01-28,-11698.0
2015-01-29,-12660.5
2015-01-30,-11513.5
2015-02-02,-11513.5
2015-02-03,-11513.5
2015-02-04,-11513.5
2015-02-05,-11513.5
2015-02-06,-11513.5
2015-02-09,-11513.5
2015-02-10,-11513.5
2015-02-11,-11513.5
2015-02-12,-11513.5
2015-02-13,-11513.5
2015-02-17,-11513.5
2015-02-18,-11513.5
2015-02-19,-11513.5
2015-02-20,-11513.5
2015-02-23,-11513.5
2015-02-24,-11513.5
2015-02-25,-11513.5
2015-02-26,-11513.5
2015-02-27,-11513.5
2015-03-02,-11513.5
2015-03-03,-11513.5
2015-03-04,-11516.5
2015-03-05,-11669.5
2015-03-06,-11672.5
2015-03-09,-12347.5
2015-03-10,-10713.0
2015-03-11,-10716.0
2015-03-12,-12003.5
2015-03-13,-11231.5
2015-03-16,-11231.5
2015-03-17,-11231.5
2015-03-18,-11234.5
2015-03-19,-10712.5
2015-03-20,-10715.5
2015-03-23,-10568.5
2015-03-24,-10568.5
2015-03-25,-10568.5
2015-03-26,-10568.5
2015-03-27,-10568.5
2015-03-30,-10571.5
2015-03-31,-9662.0
2015-04-01,-9665.0
2015-04-02,-10327.5
2015-04-03,-9230.5
2015-04-06,-9233.5
2015-04-07,-9108.5
2015-04-08,-9221.0
2015-04-09,-9721.0
2015-04-10,-10274.0
2015-04-13,-10277.0
2015-04-14,-10392.5
2015-04-15,-10392.5
2015-04-16,-10395.5
2015-04-17,-9220.5
2015-04-20,-10148.5
2015-04-21,-10151.5
2015-04-22,-10714.0
2015-04-23,-11129.5
2015-04-24,-11132.5
2015-04-27,-10660.5
2015-04-28,-10660.5
2015-04-29,-10663.5
2015-04-30,-9401.0
2015-05-01,-10613.5
2015-05-04,-11116.5
2015-05-05,-11116.5
2015-05-06,-11116.5
2015-05-07,-11116.5
2015-05-08,-11116.5
2015-05-11,-11116.5
2015-05-12,-11116.5
2015-05-13,-11116.5
2015-05-14,-11116.5
2015-05-15,-11116.5
2015-05-18,-11116.5
2015-05-19,-11116.5
2015-05-20,-11116.5
2015-05-21,-11119.5
2015-05-22,-10894.5
2015-05-26,-9697.5
2015-05-27,-9700.5
2015-05-28,-9513.0
2015-05-29,-9041.0
2015-06-01,-9041.0
2015-06-02,-9041.0
2015-06-03,-9041.0
2015-06-04,-9041.0
2015-06-05,-9041.0
2015-06-08,-9044.0
2015-06-09,-8906.5
2015-06-10,-10294.0
2015-06-11,-10444.0
2015-06-12,-9706.5
2015-06-15,-9256.5
2015-06-16,-9809.5
2015-06-17,-9812.5
2015-06-18,-10912.5
2015-06-19,-10375.0
2015-06-22,-10915.5
2015-06-23,-10915.5
2015-06-24,-10918.5
2015-06-25,-10546.5
2015-06-26,-10546.5
2015-06-29,-10549.5
2015-06-30,-10927.5
2015-07-01,-10927.5
2015-07-02,-10927.5
2015-07-06,-10927.5
2015-07-07,-10930.5
2015-07-08,-9480.5
2015-07-09,-9808.5
2015-07-10,-9808.5
2015-07-13,-9811.5
2015-07-14,-10314.5
2015-07-15,-10314.5
2015-07-16,-10317.5
2015-07-17,-10470.5
2015-07-20,-10470.5
2015-07-21,-10470.5
2015-07-22,-10473.5
2015-07-23,-9948.5
2015-07-24,-8926.5
2015-07-27,-8929.5
2015-07-28,-10379.5
2015-07-29,-11170.0
2015-07-30,-11170.0
2015-07-31,-11170.0
2015-08-03,-11173.0
2015-08-04,-11023.0
2015-08-05,-11476.0
2015-08-06,-11476.0
2015-08-07,-11479.0
2015-08-10,-12844.5
2015-08-11,-12847.5
2015-08-12,-12963.0
2015-08-13,-12963.0
2015-08-14,-12963.0
2015-08-17,-12963.0
2015-08-18,-12963.0
2015-08-19,-12963.0
2015-08-20,-12963.0
2015-08-21,-12966.0
2015-08-24,-10153.5
2015-08-25,-8116.0
2015-08-26,-11016.0
2015-08-27,-12978.5
2015-08-28,-13019.0
2015-08-31,-13019.0
2015-09-01,-13019.0
2015-09-02,-13019.0
2015-09-03,-13019.0
2015-09-04,-13019.0
2015-09-08,-13019.0
2015-09-09,-13022.0
2015-09-10,-13172.0
2015-09-11,-13662.5
2015-09-14,-13662.5
2015-09-15,-13662.5
2015-09-16,-13662.5
2015-09-17,-13662.5
2015-09-18,-13662.5
2015-09-21,-13665.5
2015-09-22,-12656.0
2015-09-23,-12659.0
2015-09-24,-12312.0
2015-09-25,-12312.0
2015-09-28,-12312.0
2015-09-29,-12315.0
2015-09-30,-14427.5
2015-10-01,-14443.0
2015-10-02,-14443.0
2015-10-05,-14443.0
2015-10-06,-14443.0
2015-10-07,-14446.0
2015-10-08,-15458.5
2015-10-09,-15596.0
2015-10-13,-14974.0
2015-10-14,-14974.0
2015-10-15,-14974.0
2015-10-16,-14974.0
2015-10-19,-14977.0
2015-10-20,-14980.0
2015-10-21,-14983.0
2015-10-22,-16598.5
2015-10-23,-16598.5
2015-10-26,-16598.5
2015-10-27,-16598.5
2015-10-28,-16598.5
2015-10-29,-16598.5
2015-10-30,-16598.5
2015-11-02,-16601.5
2015-11-03,-16829.5
2015-11-04,-16829.5
2015-11-05,-16832.5
2015-11-06,-16595.0
2015-11-09,-15823.0
2015-11-10,-15823.0
2015-11-12,-15826.0
2015-11-13,-14551.0
2015-11-16,-15913.5
2015-11-17,-16038.5
2015-11-18,-17476.0
2015-11-19,-17513.5
2015-11-20,-17938.5
